Time,BallX,BallY,VelX,VelY,Pitch,Roll,TargetX,TargetY
101,2,-2,-9962.618848236612,-9945.72769046249,-0.007396684369094878,0.007396684369094878,0,0
162,2,-2,10.97384359778311,-10.97384359778311,-0.0014719091191667272,0.0014719091191667272,0,0
194,1,0,36.271577808623974,-72.84315561724794,0.018764294828240897,-0.008604522081677371,0,0
230,2,-1,-60.74808717796312,91.57384939089161,-0.009599998027708095,0.01021172891809606,0,0
261,1,0,67.55240061302656,-67.70240061302657,0.009152014915116025,-0.008498737463366062,0,0
293,1,-1,-34.71318173812323,70.97744350742293,-0.010609744155172891,0.0011662138249992646,0,0
328,2,-1,-31.2720027984281,-31.5565354105343,-0.0010818249079573787,0.010608223649140339,0,0
360,0,-1,103.14330658616065,0.15000000000000016,-0.0011238542712966827,-0.01829209307437284,0,0
393,0,-2,-65.75362162959259,33.94717171751338,-0.010946198509551771,0.0007331945676205247,0,0
426,0,0,0.0,-99.37943849073315,0.017764823781745678,0.0007331945676205247,0,0
461,0,-1,0.0,93.25437005615036,-0.010157441638297118,0.0007331945676205247,0,0
491,-1,-1,39.06493266471571,-33.00091132417633,-0.0012958488086642957,-0.009756743840175067,0,0
525,1,-1,-101.09988368778207,0.15000000000000033,-0.0013394217651385451,0.01961139503635415,0,0
558,-1,0,128.94290692013973,-32.99949258331396,0.00830456640850368,-0.0180717258865918,0,0
590,-1,-1,-64.62784982717768,68.01305174978356,-0.010847212101041366,0.00012681444639928507,0,0
626,-2,0,30.426242601134213,-61.03280211293741,0.00784490903661193,-0.00919163387605569,0,0
656,-2,0,-32.624748481931256,32.92474848193126,-0.0008580614526370135,-0.0005679621291557592,0,0
690,-3,0,32.736939658775185,0.0,-0.0008580614526370135,-0.010243178109293009,0,0
723,-3,1,-30.763631199320933,-33.89013195507409,0.008933887993610915,-0.001354575318188664,0,0
757,-3,1,0.45,30.49791514896757,-0.00024597290803702714,-0.0014900251476463154,0,0
789,-2,0,-35.57106496537326,35.871064965373264,-0.010289355112463774,0.008469361372118253,0,0
822,0,1,-36.89592279644215,-69.18963513097518,0.009239659052374203,0.01888336337621195,0,0
857,0,-1,61.28349668151214,90.31684329436852,-0.018594539230141895,-3.22450551359766e-06,0,0
889,0,-1,0.0,-62.21521082774302,-0.0013386637004954433,-3.22450551359766e-06,0,0
922,3,-2,-102.70405200073182,34.38468400024394,-0.011221781298424799,0.029516785732180698,0,0
954,4,-2,62.37742612456837,-32.25522800573892,-0.0020339452363603017,0.011748702830887808,0,0
1021,6,-4,-2.447796104187468,18.307848001784397,-0.012634881266239772,0.01316606930193074,0,0
1053,6,-5,31.447984489166565,3.1485592945916836,-0.01353096897107273,0.004215895712719595,0,0
1088,9,-6,-92.45500174938533,0.5627386530727972,-0.0137026069420614,0.03241511185216182,0,0
1119,10,-8,56.934402014339035,44.98217323960146,-0.025937022546347346,0.01692988545559276,0,0
1153,12,-8,-33.978468997444,-65.66198554242197,-0.006689061543504455,0.026890233757527228,0,0
1186,14,-9,-7.68469325517983,36.08615993819429,-0.01696084794611229,0.029077652086935604,0,0
1219,17,-10,-37.5000559936794,2.4668218179540986,-0.017681578234500075,0.04003402760387433,0,0
1252,17,-11,93.54047537315381,4.3150069019680775,-0.018910573481103324,0.01339193821435775,0,0
1285,19,-12,-69.91608569030046,3.0462936413350103,-0.019793534485368202,0.033656950226897304,0,0
1319,20,-13,26.943822012067876,2.576946220485569,-0.020568695694138817,0.02555208351538347,0,0
1351,21,-14,-8.232796477327504,7.182796477327494,-0.022536391539715102,0.02780742229284244,0,0
1384,21,-15,30.42643848371076,2.222537404703216,-0.023180431525061718,0.018990543461588093,0,0
1417,22,-15,-37.71464649683306,-29.910251160911834,-0.014625832387749473,0.029777269412170473,0,0
1450,21,-16,62.136258681258816,35.665790717180315,-0.02500607171379689,0.011693014921607197,0,0
1483,21,-17,-34.676239999155214,4.412062507948565,-0.026287743303740597,0.02176620667102583,0,0
1515,21,-17,-3.15,-30.457870633897155,-0.01782113016062829,0.02264183687253842,0,0
1550,21,-17,-3.15,2.55,-0.01859878620264769,0.023602470806797674,0,0
1581,22,-17,-41.13310584595926,2.549999999999997,-0.01929350110937874,0.03480865974457575,0,0
1615,21,-17,62.65871941826549,2.549999999999997,-0.020043870881405943,0.01637053856598734,0,0
1648,21,-15,-35.03735101285105,-67.50199326804098,-0.0008692938403288449,0.026323228164995837,0,0
1681,21,-15,-3.15,66.08879720361737,-0.020297233250036045,0.027249224880475903,0,0
1714,22,-15,-38.25322358665808,2.25,-0.020935641337152526,0.03810307701203032,0,0
1748,21,-15,61.973328498197965,2.25,-0.02160933734900986,0.019546995122803522,0,0
1780,21,-15,-31.965296097250214,2.25,-0.022235929739383712,0.02844886680750757,0,0
1813,19,-15,69.32425441523277,2.25,-0.02287708577182029,0.008694349513065584,0,0
1846,19,-15,-65.04900310156182,2.25,-0.023524159015303886,0.027401669256310976,0,0
1879,17,-15,66.21436323622962,2.25,-0.024180613659846206,0.008083124242161982,0,0
1913,16,-13,-29.5109122082892,-64.73734629958876,-0.005361961984226815,0.016661720820828136,0,0
1947,15,-13,1.0783029095243992,63.57107709681794,-0.024260076602721184,0.016341167938790088,0,0
1977,15,-13,-34.288092785836625,0.0,-0.024260076602721184,0.02530727415391778,0,0
2011,14,-17,30.403794832752958,121.61517933101183,-0.061331019065102486,0.01603953853832245,0,0
2045,7,-43,202.79208614127512,744.6441666400128,-0.2780660630346363,-0.04298482997962872,0,0
2077,5,-67,-156.17881659483655,1.1471614922083844,-0.27839097512484906,0.0012499060112831435,0,0
2109,3,-87,4.93685940866071,-85.84641564377885,-0.254492030076013,-0.00012447556116357606,0,0
2144,0,-107,27.463024228605825,-24.59851053364801,-0.24693209724388743,-0.008564767840295633,0,0
